I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.087,-0.012,0.075,0.049,-0.081,0.032,0.085,0.047,0.01,-0.095,-0.06,-0.07
-0.084,-0.009,0.075,0.046,-0.08,0.032,0.085,0.042,0.01,-0.095,-0.06,-0.07
-0.086,-0.011,0.075,0.048,-0.08,0.032,0.085,0.04,0.009,-0.095,-0.06,-0.07
-0.09,-0.015,0.075,0.052,-0.082,0.03,0.085,0.04,0.005,-0.095,-0.06,-0.07
-0.09,-0.019,0.071,0.055,-0.08,0.026,0.081,0.036,0.001,-0.095,-0.06,-0.07
-0.089,-0.02,0.07,0.055,-0.08,0.025,0.08,0.035,0.0,-0.098,-0.06,-0.07
-0.092,-0.021,0.07,0.056,-0.081,0.024,0.08,0.033,-0.001,-0.101,-0.06,-0.07
-0.096,-0.026,0.07,0.061,-0.083,0.021,0.08,0.03,-0.006,-0.1,-0.06,-0.07
-0.1,-0.03,0.07,0.065,-0.085,0.02,0.08,0.03,-0.01,-0.1,-0.06,-0.07
-0.101,-0.031,0.07,0.066,-0.085,0.019,0.076,0.026,-0.01,-0.1,-0.06,-0.07
-0.095,-0.024,0.071,0.06,-0.083,0.023,0.075,0.021,-0.013,-0.1,-0.063,-0.073
-0.085,-0.017,0.067,0.051,-0.076,0.025,0.075,0.02,-0.017,-0.099,-0.065,-0.076
-0.089,-0.014,0.075,0.052,-0.082,0.03,0.075,0.019,-0.021,-0.101,-0.066,-0.075
-0.11,-0.01,0.1,0.06,-0.105,0.045,0.075,0.015,-0.025,-0.11,-0.075,-0.075
-0.099,-0.002,0.097,0.05,-0.098,0.047,0.071,0.015,-0.029,-0.114,-0.079,-0.079
-0.089,0.004,0.094,0.042,-0.092,0.049,0.07,0.012,-0.03,-0.118,-0.083,-0.081
-0.092,0.005,0.096,0.043,-0.094,0.05,0.07,0.01,-0.031,-0.12,-0.086,-0.079
-0.078,0.016,0.093,0.031,-0.086,0.054,0.07,0.009,-0.036,-0.121,-0.085,-0.081
-0.055,0.04,0.095,0.007,-0.075,0.067,0.07,0.005,-0.04,-0.125,-0.085,-0.085
-0.088,0.037,0.125,0.025,-0.107,0.08,0.07,0.005,-0.044,-0.125,-0.089,-0.085
-0.096,0.034,0.13,0.031,-0.113,0.082,0.067,0.002,-0.048,-0.128,-0.091,-0.088
-0.088,0.035,0.123,0.026,-0.106,0.079,0.064,-0.001,-0.05,-0.132,-0.089,-0.09
-0.09,0.035,0.125,0.027,-0.108,0.08,0.065,0.0,-0.05,-0.128,-0.091,-0.091
-0.09,0.035,0.125,0.027,-0.108,0.08,0.065,0.0,-0.055,-0.125,-0.095,-0.095
-0.09,0.035,0.125,0.027,-0.108,0.08,0.065,-0.004,-0.068,-0.146,-0.095,-0.095
-0.09,0.035,0.125,0.027,-0.108,0.08,0.062,-0.006,-0.068,-0.152,-0.095,-0.098
-0.089,0.035,0.125,0.027,-0.108,0.08,0.059,-0.004,-0.064,-0.149,-0.095,-0.101
-0.091,0.034,0.125,0.028,-0.109,0.08,0.06,-0.006,-0.065,-0.15,-0.095,-0.1
-0.095,0.03,0.125,0.032,-0.11,0.077,0.06,-0.01,-0.065,-0.15,-0.095,-0.1
-0.091,0.03,0.121,0.031,-0.106,0.075,0.06,-0.01,-0.065,-0.15,-0.095,-0.1
-0.089,0.03,0.12,0.03,-0.105,0.075,0.061,-0.009,-0.065,-0.15,-0.098,-0.1
-0.09,0.03,0.12,0.03,-0.105,0.075,0.058,-0.012,-0.065,-0.15,-0.103,-0.1
-0.09,0.03,0.12,0.03,-0.105,0.075,0.055,-0.015,-0.064,-0.151,-0.105,-0.101
-0.09,0.03,0.12,0.03,-0.105,0.075,0.055,-0.015,-0.065,-0.155,-0.105,-0.105
-0.09,0.03,0.12,0.03,-0.105,0.075,0.055,-0.019,-0.081,-0.159,-0.109,-0.105
-0.089,0.031,0.12,0.029,-0.105,0.075,0.052,-0.021,-0.09,-0.163,-0.11,-0.105
-0.092,0.028,0.12,0.032,-0.107,0.074,0.049,-0.019,-0.09,-0.165,-0.112,-0.105
-0.095,0.025,0.119,0.035,-0.107,0.071,0.05,-0.021,-0.09,-0.165,-0.115,-0.105
-0.09,0.025,0.115,0.032,-0.103,0.07,0.05,-0.025,-0.09,-0.165,-0.115,-0.105
-0.09,0.025,0.115,0.032,-0.103,0.07,0.046,-0.025,-0.09,-0.165,-0.115,-0.105
-0.09,0.025,0.115,0.032,-0.103,0.07,0.044,-0.024,-0.09,-0.168,-0.114,-0.105
-0.09,0.025,0.115,0.032,-0.103,0.07,0.046,-0.027,-0.09,-0.171,-0.117,-0.105
-0.09,0.025,0.115,0.032,-0.103,0.07,0.044,-0.03,-0.09,-0.17,-0.12,-0.105
-0.09,0.025,0.115,0.032,-0.103,0.07,0.04,-0.03,-0.09,-0.17,-0.12,-0.105
-0.091,0.025,0.115,0.033,-0.103,0.07,0.04,-0.03,-0.09,-0.17,-0.12,-0.105
-0.087,0.027,0.114,0.03,-0.101,0.071,0.041,-0.033,-0.09,-0.169,-0.12,-0.105
-0.098,0.018,0.117,0.04,-0.108,0.067,0.038,-0.036,-0.09,-0.172,-0.12,-0.105
-0.092,0.02,0.112,0.036,-0.102,0.066,0.035,-0.035,-0.091,-0.175,-0.121,-0.105
-0.06,0.05,0.11,0.005,-0.085,0.08,0.035,-0.035,-0.095,-0.175,-0.125,-0.105
-0.1,0.052,0.152,0.024,-0.126,0.102,0.035,-0.039,-0.099,-0.175,-0.125,-0.105
-0.111,0.049,0.16,0.031,-0.135,0.104,0.032,-0.041,-0.103,-0.175,-0.125,-0.108
-0.092,0.051,0.142,0.02,-0.117,0.096,0.029,-0.039,-0.107,-0.175,-0.125,-0.112
-0.102,0.049,0.151,0.026,-0.127,0.1,0.03,-0.041,-0.111,-0.175,-0.125,-0.116
-0.13,0.05,0.18,0.04,-0.155,0.115,0.03,-0.045,-0.115,-0.175,-0.125,-0.12
-0.106,0.071,0.177,0.017,-0.142,0.124,0.026,-0.045,-0.115,-0.175,-0.133,-0.12
-0.1,0.074,0.174,0.013,-0.138,0.124,0.024,-0.048,-0.118,-0.175,-0.139,-0.12
-0.105,0.069,0.174,0.018,-0.139,0.121,0.026,-0.051,-0.121,-0.175,-0.138,-0.12
-0.099,0.07,0.169,0.014,-0.134,0.12,0.024,-0.049,-0.12,-0.175,-0.135,-0.12
-0.1,0.07,0.17,0.015,-0.135,0.12,0.025,-0.045,-0.12,-0.175,-0.135,-0.12
-0.101,0.07,0.171,0.015,-0.136,0.12,0.05,-0.045,-0.12,-0.175,-0.135,-0.12
-0.097,0.07,0.167,0.013,-0.132,0.118,0.055,-0.045,-0.12,-0.175,-0.135,-0.12
-0.095,0.07,0.165,0.012,-0.13,0.117,0.048,-0.045,-0.12,-0.175,-0.135,-0.12
-0.094,0.07,0.164,0.012,-0.129,0.117,0.051,-0.045,-0.12,-0.175,-0.135,-0.12
-0.09,0.07,0.16,0.01,-0.125,0.115,0.05,-0.045,-0.12,-0.175,-0.135,-0.12
-0.09,0.07,0.16,0.01,-0.125,0.115,0.046,-0.045,-0.12,-0.175,-0.135,-0.12
-0.09,0.071,0.161,0.01,-0.125,0.116,0.045,-0.045,-0.12,-0.175,-0.135,-0.12
-0.09,0.068,0.158,0.011,-0.124,0.113,0.045,-0.045,-0.12,-0.175,-0.135,-0.12
-0.09,0.065,0.155,0.012,-0.123,0.11,0.045,-0.045,-0.12,-0.175,-0.135,-0.12
-0.09,0.065,0.155,0.012,-0.123,0.11,0.045,-0.045,-0.12,-0.175,-0.135,-0.12
-0.086,0.065,0.151,0.01,-0.119,0.108,0.041,-0.045,-0.12,-0.175,-0.135,-0.12
-0.084,0.065,0.149,0.01,-0.117,0.107,0.04,-0.047,-0.12,-0.175,-0.135,-0.12
-0.086,0.065,0.151,0.01,-0.119,0.107,0.04,-0.053,-0.12,-0.175,-0.135,-0.12
-0.084,0.065,0.149,0.009,-0.117,0.107,0.04,-0.055,-0.12,-0.175,-0.135,-0.12
-0.08,0.065,0.145,0.007,-0.113,0.105,0.04,-0.05,-0.12,-0.175,-0.135,-0.12
-0.08,0.065,0.145,0.007,-0.113,0.105,0.036,-0.05,-0.12,-0.175,-0.135,-0.12
-0.079,0.066,0.145,0.006,-0.112,0.105,0.034,-0.051,-0.12,-0.175,-0.135,-0.12
-0.083,0.063,0.146,0.009,-0.115,0.105,0.036,-0.048,-0.12,-0.175,-0.135,-0.12
-0.075,0.068,0.143,0.003,-0.109,0.105,0.034,-0.054,-0.12,-0.175,-0.135,-0.12
-0.06,0.085,0.145,-0.013,-0.103,0.115,0.03,-0.075,-0.12,-0.175,-0.135,-0.12
-0.101,0.09,0.191,0.005,-0.146,0.141,0.03,-0.076,-0.12,-0.175,-0.135,-0.12
-0.115,0.089,0.205,0.013,-0.16,0.147,0.03,-0.074,-0.12,-0.178,-0.135,-0.12
-0.106,0.092,0.198,0.007,-0.153,0.145,0.03,-0.075,-0.12,-0.181,-0.135,-0.119
-0.105,0.095,0.2,0.005,-0.153,0.147,0.029,-0.075,-0.121,-0.179,-0.134,-0.121
-0.105,0.095,0.2,0.005,-0.153,0.147,0.025,-0.075,-0.13,-0.18,-0.135,-0.13
-0.101,0.099,0.2,0.001,-0.151,0.149,0.025,-0.075,-0.143,-0.197,-0.148,-0.135
-0.098,0.101,0.199,-0.001,-0.149,0.15,0.025,-0.075,-0.143,-0.199,-0.151,-0.135
-0.104,0.098,0.202,0.003,-0.153,0.15,0.025,-0.075,-0.139,-0.194,-0.15,-0.135
-0.101,0.095,0.196,0.003,-0.149,0.145,0.024,-0.075,-0.14,-0.195,-0.15,-0.135
-0.09,0.095,0.185,-0.003,-0.138,0.14,0.02,-0.075,-0.14,-0.195,-0.15,-0.135
-0.119,0.095,0.214,0.012,-0.167,0.154,0.02,-0.075,-0.14,-0.195,-0.15,-0.135
-0.125,0.095,0.22,0.015,-0.173,0.157,0.02,-0.075,-0.141,-0.196,-0.15,-0.135
-0.119,0.095,0.214,0.011,-0.167,0.154,0.02,-0.075,-0.138,-0.193,-0.15,-0.135
-0.12,0.095,0.215,0.012,-0.168,0.155,0.02,-0.075,-0.135,-0.19,-0.15,-0.135
-0.115,0.095,0.21,0.01,-0.163,0.152,0.02,-0.075,-0.135,-0.19,-0.15,-0.135
-0.115,0.095,0.21,0.01,-0.163,0.152,0.016,-0.075,-0.135,-0.19,-0.15,-0.135
-0.116,0.095,0.211,0.01,-0.164,0.152,0.015,-0.075,-0.135,-0.19,-0.15,-0.135
-0.113,0.095,0.208,0.009,-0.161,0.151,0.015,-0.075,-0.135,-0.19,-0.15,-0.135
-0.11,0.095,0.205,0.007,-0.158,0.15,0.015,-0.075,-0.135,-0.19,-0.15,-0.135
-0.11,0.095,0.205,0.007,-0.158,0.15,0.015,-0.075,-0.135,-0.19,-0.15,-0.135
-0.106,0.095,0.201,0.005,-0.154,0.148,0.015,-0.075,-0.131,-0.186,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.016,-0.075,-0.13,-0.185,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.013,-0.075,-0.13,-0.185,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.01,-0.075,-0.13,-0.185,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.01,-0.075,-0.13,-0.185,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.01,-0.075,-0.13,-0.185,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.01,-0.076,-0.127,-0.182,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.01,-0.073,-0.124,-0.179,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.009,-0.07,-0.125,-0.18,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.005,-0.07,-0.125,-0.18,-0.15,-0.135
-0.105,0.095,0.2,0.005,-0.153,0.147,0.005,-0.07,-0.125,-0.18,-0.15,-0.135
-0.106,0.095,0.201,0.005,-0.154,0.147,0.005,-0.07,-0.125,-0.18,-0.15,-0.135
-0.103,0.095,0.198,0.004,-0.151,0.146,0.005,-0.07,-0.124,-0.179,-0.15,-0.135
-0.109,0.095,0.204,0.007,-0.157,0.149,0.005,-0.07,-0.128,-0.181,-0.149,-0.136
-0.125,0.095,0.22,0.015,-0.173,0.157,0.005,-0.07,-0.14,-0.19,-0.145,-0.14
-0.117,0.099,0.217,0.009,-0.167,0.157,0.004,-0.07,-0.136,-0.195,-0.145,-0.14
-0.115,0.1,0.215,0.007,-0.165,0.157,0.013,-0.07,-0.134,-0.192,-0.145,-0.14
-0.112,0.102,0.213,0.005,-0.163,0.157,0.026,-0.07,-0.135,-0.189,-0.145,-0.14
-0.104,0.106,0.209,-0.001,-0.157,0.157,0.03,-0.07,-0.135,-0.19,-0.145,-0.14
-0.105,0.105,0.21,0.0,-0.158,0.157,0.025,-0.07,-0.135,-0.19,-0.145,-0.14
-0.11,0.101,0.21,0.005,-0.16,0.156,0.025,-0.07,-0.135,-0.19,-0.145,-0.14
-0.107,0.1,0.207,0.004,-0.157,0.153,0.025,-0.07,-0.132,-0.19,-0.145,-0.143
-0.104,0.1,0.204,0.002,-0.154,0.152,0.025,-0.07,-0.129,-0.19,-0.145,-0.146
-0.105,0.1,0.205,0.002,-0.155,0.152,0.025,-0.07,-0.13,-0.19,-0.145,-0.145
-0.105,0.1,0.205,0.002,-0.155,0.152,0.025,-0.07,-0.13,-0.19,-0.145,-0.145
-0.101,0.1,0.201,0.0,-0.151,0.15,0.025,-0.07,-0.13,-0.19,-0.145,-0.145
-0.099,0.1,0.199,0.0,-0.149,0.15,0.025,-0.07,-0.13,-0.19,-0.145,-0.145
-0.101,0.1,0.201,0.0,-0.151,0.15,0.025,-0.07,-0.13,-0.19,-0.145,-0.145
-0.099,0.1,0.199,-0.001,-0.149,0.149,0.025,-0.07,-0.129,-0.19,-0.145,-0.146
-0.095,0.1,0.195,-0.003,-0.145,0.147,0.025,-0.07,-0.125,-0.19,-0.145,-0.15
-0.095,0.1,0.195,-0.003,-0.145,0.147,0.025,-0.07,-0.125,-0.186,-0.145,-0.15
-0.093,0.099,0.192,-0.004,-0.142,0.146,0.026,-0.07,-0.125,-0.185,-0.145,-0.15
-0.087,0.102,0.189,-0.007,-0.139,0.145,0.023,-0.07,-0.125,-0.185,-0.145,-0.15
-0.085,0.105,0.19,-0.01,-0.138,0.147,0.02,-0.07,-0.125,-0.185,-0.145,-0.15
-0.08,0.11,0.19,-0.015,-0.135,0.15,0.02,-0.07,-0.125,-0.185,-0.145,-0.15
-0.058,0.128,0.186,-0.035,-0.122,0.156,0.02,-0.074,-0.121,-0.185,-0.145,-0.15
-0.061,0.123,0.184,-0.032,-0.123,0.154,0.02,-0.075,-0.12,-0.185,-0.145,-0.147
-0.076,0.11,0.186,-0.017,-0.131,0.148,0.02,-0.075,-0.12,-0.185,-0.145,-0.144
-0.081,0.103,0.184,-0.012,-0.133,0.144,0.02,-0.075,-0.12,-0.185,-0.145,-0.145
-0.085,0.095,0.18,-0.005,-0.133,0.137,0.02,-0.075,-0.12,-0.185,-0.145,-0.145
-0.092,0.087,0.179,0.003,-0.136,0.133,0.02,-0.075,-0.12,-0.185,-0.145,-0.145
-0.103,0.08,0.183,0.012,-0.144,0.131,0.02,-0.075,-0.12,-0.185,-0.148,-0.142
-0.102,0.07,0.171,0.016,-0.137,0.12,0.02,-0.075,-0.122,-0.185,-0.151,-0.139
-0.104,0.066,0.17,0.019,-0.137,0.118,0.02,-0.075,-0.126,-0.186,-0.15,-0.14
-0.125,0.075,0.2,0.025,-0.163,0.137,0.02,-0.075,-0.13,-0.19,-0.15,-0.14
-0.118,0.079,0.197,0.019,-0.158,0.138,0.02,-0.075,-0.135,-0.19,-0.15,-0.14
-0.11,0.083,0.194,0.013,-0.152,0.138,0.023,-0.078,-0.132,-0.19,-0.15,-0.137
-0.11,0.086,0.195,0.012,-0.153,0.141,0.026,-0.081,-0.129,-0.19,-0.15,-0.134
-0.11,0.085,0.195,0.012,-0.153,0.14,0.025,-0.08,-0.13,-0.19,-0.15,-0.135
-0.11,0.085,0.195,0.012,-0.153,0.14,0.025,-0.08,-0.13,-0.19,-0.15,-0.135
-0.106,0.089,0.195,0.008,-0.15,0.142,0.025,-0.08,-0.126,-0.19,-0.154,-0.135
-0.105,0.09,0.196,0.007,-0.15,0.142,0.025,-0.08,-0.125,-0.19,-0.155,-0.136
-0.103,0.09,0.193,0.006,-0.148,0.141,0.025,-0.08,-0.125,-0.19,-0.155,-0.133
-0.1,0.089,0.19,0.006,-0.145,0.139,0.025,-0.08,-0.126,-0.19,-0.155,-0.13
-0.105,0.085,0.19,0.01,-0.148,0.137,0.025,-0.08,-0.135,-0.19,-0.155,-0.13
-0.105,0.085,0.19,0.01,-0.148,0.137,0.025,-0.08,-0.144,-0.19,-0.155,-0.13
-0.104,0.086,0.19,0.009,-0.148,0.137,0.025,-0.081,-0.146,-0.193,-0.155,-0.131
-0.107,0.083,0.19,0.012,-0.149,0.136,0.025,-0.078,-0.143,-0.196,-0.155,-0.128
-0.11,0.08,0.19,0.015,-0.15,0.135,0.025,-0.075,-0.149,-0.194,-0.154,-0.125
-0.11,0.08,0.19,0.015,-0.15,0.135,0.025,-0.075,-0.165,-0.19,-0.15,-0.125
-0.107,0.079,0.186,0.014,-0.146,0.132,0.025,-0.075,-0.162,-0.19,-0.15,-0.125
-0.096,0.089,0.185,0.003,-0.141,0.136,0.025,-0.072,-0.16,-0.19,-0.15,-0.125
-0.087,0.098,0.185,-0.006,-0.136,0.142,0.025,-0.07,-0.158,-0.19,-0.15,-0.125
-0.085,0.1,0.185,-0.008,-0.135,0.142,0.025,-0.07,-0.154,-0.189,-0.15,-0.126
-0.085,0.1,0.185,-0.008,-0.135,0.142,0.025,-0.07,-0.155,-0.185,-0.15,-0.13
-0.089,0.096,0.185,-0.004,-0.137,0.14,0.025,-0.073,-0.155,-0.185,-0.15,-0.135
-0.091,0.095,0.185,-0.002,-0.139,0.14,0.025,-0.08,-0.152,-0.185,-0.15,-0.132
-0.088,0.095,0.183,-0.004,-0.136,0.139,0.025,-0.074,-0.149,-0.185,-0.15,-0.129
-0.076,0.095,0.171,-0.01,-0.124,0.133,0.025,-0.074,-0.15,-0.184,-0.15,-0.13
-0.075,0.095,0.17,-0.01,-0.123,0.132,0.025,-0.1,-0.15,-0.18,-0.15,-0.13
-0.122,0.095,0.217,0.013,-0.17,0.156,0.025,-0.098,-0.146,-0.18,-0.15,-0.13
-0.127,0.095,0.222,0.016,-0.175,0.158,0.025,-0.091,-0.144,-0.18,-0.151,-0.13
-0.106,0.095,0.202,0.005,-0.154,0.148,0.025,-0.088,-0.146,-0.18,-0.148,-0.13
-0.099,0.094,0.193,0.002,-0.147,0.144,0.026,-0.084,-0.144,-0.18,-0.145,-0.13
-0.095,0.09,0.185,0.002,-0.14,0.137,0.03,-0.08,-0.14,-0.18,-0.145,-0.13
-0.084,0.09,0.173,-0.003,-0.128,0.132,0.03,-0.076,-0.14,-0.176,-0.145,-0.13
-0.07,0.09,0.16,-0.01,-0.115,0.125,0.033,-0.075,-0.141,-0.175,-0.145,-0.13
-0.063,0.09,0.153,-0.014,-0.108,0.121,0.035,-0.073,-0.138,-0.175,-0.145,-0.13
-0.049,0.09,0.139,-0.021,-0.094,0.114,0.036,-0.07,-0.135,-0.175,-0.145,-0.13
-0.035,0.09,0.125,-0.028,-0.08,0.107,0.04,-0.07,-0.135,-0.175,-0.145,-0.13
-0.068,0.09,0.158,-0.011,-0.113,0.123,0.041,-0.07,-0.135,-0.171,-0.145,-0.126
-0.075,0.091,0.166,-0.008,-0.12,0.128,0.037,-0.07,-0.135,-0.17,-0.145,-0.125
-0.07,0.088,0.158,-0.009,-0.114,0.123,0.035,-0.07,-0.135,-0.17,-0.145,-0.125
-0.076,0.085,0.16,-0.004,-0.119,0.122,0.035,-0.07,-0.135,-0.17,-0.145,-0.125
-0.075,0.085,0.16,-0.005,-0.118,0.122,0.035,-0.07,-0.135,-0.17,-0.145,-0.125
-0.075,0.085,0.16,-0.005,-0.118,0.122,0.035,-0.07,-0.135,-0.17,-0.145,-0.125
-0.074,0.085,0.159,-0.005,-0.117,0.122,0.035,-0.07,-0.135,-0.167,-0.142,-0.125
-0.078,0.085,0.163,-0.004,-0.121,0.123,0.035,-0.07,-0.135,-0.164,-0.139,-0.125
-0.07,0.085,0.155,-0.008,-0.113,0.119,0.035,-0.07,-0.135,-0.165,-0.14,-0.125
-0.055,0.085,0.14,-0.015,-0.098,0.112,0.035,-0.07,-0.135,-0.165,-0.14,-0.125
-0.092,0.085,0.177,0.003,-0.135,0.131,0.035,-0.07,-0.135,-0.165,-0.14,-0.125
-0.102,0.084,0.186,0.008,-0.145,0.135,0.035,-0.067,-0.132,-0.165,-0.14,-0.125
-0.091,0.087,0.178,0.002,-0.135,0.132,0.035,-0.064,-0.129,-0.165,-0.14,-0.125
-0.09,0.09,0.181,0.0,-0.135,0.136,0.035,-0.065,-0.13,-0.165,-0.14,-0.124
-0.09,0.09,0.18,0.0,-0.135,0.135,0.035,-0.065,-0.13,-0.165,-0.14,-0.12
-0.086,0.09,0.176,-0.002,-0.131,0.132,0.035,-0.065,-0.13,-0.165,-0.14,-0.12
-0.085,0.09,0.175,-0.003,-0.13,0.132,0.035,-0.065,-0.13,-0.165,-0.14,-0.12
-0.085,0.09,0.175,-0.003,-0.13,0.132,0.035,-0.065,-0.13,-0.165,-0.14,-0.12
-0.085,0.09,0.175,-0.003,-0.13,0.132,0.035,-0.065,-0.13,-0.165,-0.14,-0.12
-0.085,0.09,0.175,-0.003,-0.13,0.132,0.035,-0.065,-0.13,-0.165,-0.14,-0.12
-0.081,0.09,0.171,-0.005,-0.126,0.13,0.035,-0.065,-0.13,-0.165,-0.136,-0.12
-0.08,0.09,0.17,-0.005,-0.125,0.13,0.035,-0.065,-0.13,-0.165,-0.135,-0.12
-0.08,0.09,0.17,-0.005,-0.125,0.13,0.035,-0.065,-0.13,-0.165,-0.135,-0.12
-0.08,0.09,0.17,-0.005,-0.125,0.13,0.035,-0.065,-0.13,-0.165,-0.135,-0.12
-0.08,0.09,0.17,-0.005,-0.125,0.13,0.035,-0.065,-0.13,-0.165,-0.135,-0.12
-0.076,0.09,0.166,-0.007,-0.121,0.128,0.035,-0.065,-0.134,-0.165,-0.135,-0.12
-0.074,0.09,0.164,-0.008,-0.119,0.127,0.035,-0.065,-0.135,-0.165,-0.135,-0.12
-0.076,0.09,0.166,-0.008,-0.121,0.127,0.035,-0.065,-0.135,-0.165,-0.135,-0.12
-0.074,0.09,0.164,-0.008,-0.119,0.127,0.034,-0.065,-0.135,-0.165,-0.135,-0.12
-0.07,0.09,0.16,-0.01,-0.115,0.125,0.03,-0.065,-0.135,-0.165,-0.135,-0.12
-0.07,0.09,0.16,-0.01,-0.115,0.125,0.03,-0.065,-0.135,-0.165,-0.135,-0.12
-0.07,0.09,0.16,-0.01,-0.115,0.125,0.03,-0.065,-0.135,-0.165,-0.135,-0.12
-0.071,0.09,0.16,-0.01,-0.115,0.125,0.03,-0.065,-0.135,-0.165,-0.135,-0.12
-0.069,0.09,0.159,-0.011,-0.114,0.125,0.03,-0.065,-0.135,-0.165,-0.136,-0.12
-0.065,0.09,0.155,-0.013,-0.11,0.122,0.03,-0.065,-0.135,-0.165,-0.14,-0.12
-0.069,0.086,0.155,-0.009,-0.112,0.12,0.03,-0.065,-0.135,-0.165,-0.14,-0.12
-0.07,0.085,0.155,-0.008,-0.113,0.12,0.031,-0.065,-0.135,-0.165,-0.14,-0.12
-0.071,0.085,0.156,-0.008,-0.114,0.12,0.028,-0.065,-0.135,-0.165,-0.14,-0.12
-0.069,0.085,0.154,-0.009,-0.112,0.119,0.025,-0.065,-0.136,-0.165,-0.14,-0.12
-0.07,0.085,0.155,-0.008,-0.113,0.12,0.025,-0.065,-0.14,-0.165,-0.14,-0.12
-0.095,0.085,0.18,0.005,-0.138,0.133,0.025,-0.065,-0.14,-0.165,-0.14,-0.12
-0.1,0.085,0.185,0.007,-0.143,0.134,0.025,-0.065,-0.14,-0.165,-0.14,-0.123
-0.093,0.085,0.178,0.004,-0.136,0.131,0.025,-0.065,-0.14,-0.165,-0.14,-0.126
-0.096,0.084,0.181,0.006,-0.139,0.132,0.025,-0.065,-0.14,-0.165,-0.14,-0.125
-0.1,0.08,0.18,0.01,-0.14,0.13,0.025,-0.065,-0.14,-0.165,-0.14,-0.125
-0.096,0.08,0.176,0.008,-0.136,0.127,0.025,-0.065,-0.14,-0.165,-0.14,-0.125
-0.095,0.08,0.175,0.007,-0.135,0.127,0.022,-0.065,-0.14,-0.165,-0.14,-0.124
-0.095,0.08,0.175,0.007,-0.135,0.127,0.019,-0.065,-0.14,-0.165,-0.14,-0.127
-0.095,0.08,0.175,0.007,-0.135,0.127,0.02,-0.065,-0.14,-0.165,-0.14,-0.13
-0.095,0.08,0.175,0.007,-0.135,0.127,0.02,-0.065,-0.14,-0.165,-0.14,-0.13
-0.091,0.08,0.171,0.005,-0.131,0.125,0.02,-0.065,-0.14,-0.165,-0.14,-0.13
-0.091,0.079,0.17,0.006,-0.13,0.124,0.02,-0.066,-0.141,-0.165,-0.137,-0.13
-0.085,0.085,0.17,0.0,-0.128,0.127,0.02,-0.063,-0.138,-0.165,-0.134,-0.13
-0.073,0.097,0.17,-0.012,-0.122,0.133,0.02,-0.06,-0.135,-0.165,-0.135,-0.129
-0.07,0.1,0.17,-0.015,-0.12,0.135,0.02,-0.06,-0.135,-0.165,-0.135,-0.125
-0.066,0.1,0.166,-0.018,-0.116,0.133,0.02,-0.06,-0.135,-0.165,-0.131,-0.125
-0.064,0.1,0.164,-0.018,-0.114,0.132,0.023,-0.057,-0.132,-0.165,-0.129,-0.126
-0.066,0.1,0.166,-0.017,-0.116,0.132,0.027,-0.055,-0.129,-0.165,-0.131,-0.123
-0.063,0.101,0.164,-0.019,-0.114,0.132,0.031,-0.055,-0.13,-0.165,-0.129,-0.12
-0.055,0.105,0.16,-0.025,-0.108,0.132,0.035,-0.055,-0.13,-0.165,-0.125,-0.12
-0.055,0.105,0.16,-0.025,-0.108,0.132,0.035,-0.055,-0.126,-0.165,-0.125,-0.12
-0.055,0.105,0.16,-0.025,-0.108,0.132,0.034,-0.052,-0.124,-0.162,-0.126,-0.117
-0.055,0.105,0.16,-0.025,-0.108,0.132,0.037,-0.049,-0.126,-0.16,-0.123,-0.114
-0.054,0.105,0.159,-0.025,-0.107,0.132,0.04,-0.05,-0.124,-0.159,-0.12,-0.115
-0.05,0.105,0.155,-0.028,-0.103,0.13,0.04,-0.05,-0.12,-0.155,-0.12,-0.115
-0.046,0.109,0.155,-0.032,-0.1,0.132,0.04,-0.046,-0.12,-0.155,-0.12,-0.111
-0.044,0.11,0.155,-0.034,-0.099,0.132,0.043,-0.045,-0.121,-0.152,-0.117,-0.109
-0.047,0.11,0.157,-0.032,-0.102,0.133,0.045,-0.045,-0.118,-0.15,-0.114,-0.111
-0.042,0.11,0.152,-0.035,-0.097,0.13,0.045,-0.045,-0.115,-0.149,-0.115,-0.109
-0.035,0.11,0.145,-0.038,-0.09,0.127,0.045,-0.045,-0.115,-0.145,-0.115,-0.105
-0.069,0.11,0.178,-0.021,-0.124,0.144,0.045,-0.041,-0.115,-0.145,-0.111,-0.105
-0.073,0.113,0.185,-0.02,-0.129,0.149,0.048,-0.04,-0.112,-0.142,-0.109,-0.106
-0.063,0.116,0.179,-0.027,-0.121,0.147,0.05,-0.04,-0.109,-0.14,-0.111,-0.103
